# ŦаƄȴℯ τᴏ ¢օƞνеɼȶ սηіҫօɗе ƈᴑȡe ρoɨոƭʂ ȶဝ ʈɦℯⅈг ɳeẚɼℯѕŧ ᗅЅСƗІ homoglyph
# Copyright (c) 2011 Cristian Martinez <me-at-martinec.org>
#
# This data is released under the LGPLLR license. You can use it in commercial
# and non-commercial code with attribution. See http://spdx.org/licenses/LGPLLR
#
# Note:
# The rules to convert accented characters to their unaccented version are
# omitted. Unaccented characters can be obtained by removing the Combining
# Diacritical Marks from canonical mappings containg two-codepoints in the
# form <unaccented character> <combining diacritical mark>
#
# Format:
# <code point>;<normalization>;(glyph) (normalization);(glyph name) (normalization)
1D4B0;0055;(𝒰) (U);(MATHEMATICAL SCRIPT CAPITAL U) (LATIN CAPITAL LETTER U)
1D4E4;0055;(𝓤) (U);(MATHEMATICAL BOLD SCRIPT CAPITAL U) (LATIN CAPITAL LETTER U)
1D518;0055;(𝔘) (U);(MATHEMATICAL FRAKTUR CAPITAL U) (LATIN CAPITAL LETTER U)
1D54C;0055;(𝕌) (U);(MATHEMATICAL DOUBLE-STRUCK CAPITAL U) (LATIN CAPITAL LETTER U)
1D580;0055;(𝖀) (U);(MATHEMATICAL BOLD FRAKTUR CAPITAL U) (LATIN CAPITAL LETTER U)
1D5B4;0055;(𝖴) (U);(MATHEMATICAL SANS-SERIF CAPITAL U) (LATIN CAPITAL LETTER U)
1D5E8;0055;(𝗨) (U);(MATHEMATICAL SANS-SERIF BOLD CAPITAL U) (LATIN CAPITAL LETTER U)
1D61C;0055;(𝘜) (U);(MATHEMATICAL SANS-SERIF ITALIC CAPITAL U) (LATIN CAPITAL LETTER U)
1D650;0055;(𝙐) (U);(MATHEMATICAL SANS-SERIF BOLD ITALIC CAPITAL U) (LATIN CAPITAL LETTER U)
1D684;0055;(𝚄) (U);(MATHEMATICAL MONOSPACE CAPITAL U) (LATIN CAPITAL LETTER U)
24CA;0055;(Ⓤ) (U);(CIRCLED LATIN CAPITAL LETTER U) (LATIN CAPITAL LETTER U)
A4F4;0055;(ꓴ) (U);(LISU LETTER U) (LATIN CAPITAL LETTER U)
FF35;0055;(Ｕ) (U);(FULLWIDTH LATIN CAPITAL LETTER U) (LATIN CAPITAL LETTER U)
01B2;0056;(Ʋ) (V);(LATIN CAPITAL LETTER V WITH HOOK) (LATIN CAPITAL LETTER V)
0474;0056;(Ѵ) (V);(CYRILLIC CAPITAL LETTER IZHITSA) (LATIN CAPITAL LETTER V)
13D9;0056;(Ꮩ) (V);(CHEROKEE LETTER DO) (LATIN CAPITAL LETTER V)
142F;0056;(ᐯ) (V);(CANADIAN SYLLABICS PE) (LATIN CAPITAL LETTER V)
1D415;0056;(𝐕) (V);(MATHEMATICAL BOLD CAPITAL V) (LATIN CAPITAL LETTER V)
1D449;0056;(𝑉) (V);(MATHEMATICAL ITALIC CAPITAL V) (LATIN CAPITAL LETTER V)
1D47D;0056;(𝑽) (V);(MATHEMATICAL BOLD ITALIC CAPITAL V) (LATIN CAPITAL LETTER V)
1D4B1;0056;(𝒱) (V);(MATHEMATICAL SCRIPT CAPITAL V) (LATIN CAPITAL LETTER V)
1D4E5;0056;(𝓥) (V);(MATHEMATICAL BOLD SCRIPT CAPITAL V) (LATIN CAPITAL LETTER V)
1D519;0056;(𝔙) (V);(MATHEMATICAL FRAKTUR CAPITAL V) (LATIN CAPITAL LETTER V)
1D54D;0056;(𝕍) (V);(MATHEMATICAL DOUBLE-STRUCK CAPITAL V) (LATIN CAPITAL LETTER V)
1D581;0056;(𝖁) (V);(MATHEMATICAL BOLD FRAKTUR CAPITAL V) (LATIN CAPITAL LETTER V)
1D5B5;0056;(𝖵) (V);(MATHEMATICAL SANS-SERIF CAPITAL V) (LATIN CAPITAL LETTER V)
1D5E9;0056;(𝗩) (V);(MATHEMATICAL SANS-SERIF BOLD CAPITAL V) (LATIN CAPITAL LETTER V)
1D61D;0056;(𝘝) (V);(MATHEMATICAL SANS-SERIF ITALIC CAPITAL V) (LATIN CAPITAL LETTER V)
1D651;0056;(𝙑) (V);(MATHEMATICAL SANS-SERIF BOLD ITALIC CAPITAL V) (LATIN CAPITAL LETTER V)
1D685;0056;(𝚅) (V);(MATHEMATICAL MONOSPACE CAPITAL V) (LATIN CAPITAL LETTER V)
2164;0056;(Ⅴ) (V);(ROMAN NUMERAL FIVE) (LATIN CAPITAL LETTER V)
2165;0056 0049;(Ⅵ) (VI);(ROMAN NUMERAL SIX) (LATIN CAPITAL LETTER V  LATIN CAPITAL LETTER I)
2166;0056 0049 0049;(Ⅶ) (VII);(ROMAN NUMERAL SEVEN) (LATIN CAPITAL LETTER V  LATIN CAPITAL LETTER I  LATIN CAPITAL LETTER I)
2167;0056 0049 0049 0049;(Ⅷ) (VIII);(ROMAN NUMERAL EIGHT) (LATIN CAPITAL LETTER V  LATIN CAPITAL LETTER I  LATIN CAPITAL LETTER I  LATIN CAPITAL LETTER I)
24CB;0056;(Ⓥ) (V);(CIRCLED LATIN CAPITAL LETTER V) (LATIN CAPITAL LETTER V)
2D38;0056;(ⴸ) (V);(TIFINAGH LETTER YADH) (LATIN CAPITAL LETTER V)
33DE;0056 002F 006D;(㏞) (V/m);(SQUARE V OVER M) (LATIN CAPITAL LETTER V  SOLIDUS  LATIN SMALL LETTER M)
A4E6;0056;(ꓦ) (V);(LISU LETTER HA) (LATIN CAPITAL LETTER V)
FF36;0056;(Ｖ) (V);(FULLWIDTH LATIN CAPITAL LETTER V) (LATIN CAPITAL LETTER V)
051C;0057;(Ԝ) (W);(CYRILLIC CAPITAL LETTER WE) (LATIN CAPITAL LETTER W)
13B3;0057;(Ꮃ) (W);(CHEROKEE LETTER LA) (LATIN CAPITAL LETTER W)
13D4;0057;(Ꮤ) (W);(CHEROKEE LETTER TA) (LATIN CAPITAL LETTER W)
1D416;0057;(𝐖) (W);(MATHEMATICAL BOLD CAPITAL W) (LATIN CAPITAL LETTER W)
1D42;0057;(ᵂ) (W);(MODIFIER LETTER CAPITAL W) (LATIN CAPITAL LETTER W)
1D44A;0057;(𝑊) (W);(MATHEMATICAL ITALIC CAPITAL W) (LATIN CAPITAL LETTER W)
1D47E;0057;(𝑾) (W);(MATHEMATICAL BOLD ITALIC CAPITAL W) (LATIN CAPITAL LETTER W)
1D4B2;0057;(𝒲) (W);(MATHEMATICAL SCRIPT CAPITAL W) (LATIN CAPITAL LETTER W)
1D4E6;0057;(𝓦) (W);(MATHEMATICAL BOLD SCRIPT CAPITAL W) (LATIN CAPITAL LETTER W)
1D51A;0057;(𝔚) (W);(MATHEMATICAL FRAKTUR CAPITAL W) (LATIN CAPITAL LETTER W)
1D54E;0057;(𝕎) (W);(MATHEMATICAL DOUBLE-STRUCK CAPITAL W) (LATIN CAPITAL LETTER W)
1D582;0057;(𝖂) (W);(MATHEMATICAL BOLD FRAKTUR CAPITAL W) (LATIN CAPITAL LETTER W)
1D5B6;0057;(𝖶) (W);(MATHEMATICAL SANS-SERIF CAPITAL W) (LATIN CAPITAL LETTER W)
1D5EA;0057;(𝗪) (W);(MATHEMATICAL SANS-SERIF BOLD CAPITAL W) (LATIN CAPITAL LETTER W)
1D61E;0057;(𝘞) (W);(MATHEMATICAL SANS-SERIF ITALIC CAPITAL W) (LATIN CAPITAL LETTER W)
1D652;0057;(𝙒) (W);(MATHEMATICAL SANS-SERIF BOLD ITALIC CAPITAL W) (LATIN CAPITAL LETTER W)
1D686;0057;(𝚆) (W);(MATHEMATICAL MONOSPACE CAPITAL W) (LATIN CAPITAL LETTER W)
20A9;0057;(₩) (W);(WON SIGN) (LATIN CAPITAL LETTER W)
24CC;0057;(Ⓦ) (W);(CIRCLED LATIN CAPITAL LETTER W) (LATIN CAPITAL LETTER W)
33DD;0057 0062;(㏝) (Wb);(SQUARE WB) (LATIN CAPITAL LETTER W  LATIN SMALL LETTER B)
A4EA;0057;(ꓪ) (W);(LISU LETTER WA) (LATIN CAPITAL LETTER W)
FF37;0057;(Ｗ) (W);(FULLWIDTH LATIN CAPITAL LETTER W) (LATIN CAPITAL LETTER W)
03A7;0058;(Χ) (X);(GREEK CAPITAL LETTER CHI) (LATIN CAPITAL LETTER X)
0425;0058;(Х) (X);(CYRILLIC CAPITAL LETTER HA) (LATIN CAPITAL LETTER X)
04B2;0058;(Ҳ) (X);(CYRILLIC CAPITAL LETTER HA WITH DESCENDER) (LATIN CAPITAL LETTER X)
166D;0058;(᙭) (X);(CANADIAN SYLLABICS CHI SIGN) (LATIN CAPITAL LETTER X)
1D417;0058;(𝐗) (X);(MATHEMATICAL BOLD CAPITAL X) (LATIN CAPITAL LETTER X)
1D44B;0058;(𝑋) (X);(MATHEMATICAL ITALIC CAPITAL X) (LATIN CAPITAL LETTER X)
1D47F;0058;(𝑿) (X);(MATHEMATICAL BOLD ITALIC CAPITAL X) (LATIN CAPITAL LETTER X)
1D4B3;0058;(𝒳) (X);(MATHEMATICAL SCRIPT CAPITAL X) (LATIN CAPITAL LETTER X)
1D4E7;0058;(𝓧) (X);(MATHEMATICAL BOLD SCRIPT CAPITAL X) (LATIN CAPITAL LETTER X)
1D51B;0058;(𝔛) (X);(MATHEMATICAL FRAKTUR CAPITAL X) (LATIN CAPITAL LETTER X)
1D54F;0058;(𝕏) (X);(MATHEMATICAL DOUBLE-STRUCK CAPITAL X) (LATIN CAPITAL LETTER X)
1D583;0058;(𝖃) (X);(MATHEMATICAL BOLD FRAKTUR CAPITAL X) (LATIN CAPITAL LETTER X)
1D5B7;0058;(𝖷) (X);(MATHEMATICAL SANS-SERIF CAPITAL X) (LATIN CAPITAL LETTER X)
1D5EB;0058;(𝗫) (X);(MATHEMATICAL SANS-SERIF BOLD CAPITAL X) (LATIN CAPITAL LETTER X)
1D61F;0058;(𝘟) (X);(MATHEMATICAL SANS-SERIF ITALIC CAPITAL X) (LATIN CAPITAL LETTER X)
1D653;0058;(𝙓) (X);(MATHEMATICAL SANS-SERIF BOLD ITALIC CAPITAL X) (LATIN CAPITAL LETTER X)
1D687;0058;(𝚇) (X);(MATHEMATICAL MONOSPACE CAPITAL X) (LATIN CAPITAL LETTER X)
1D6BE;0058;(𝚾) (X);(MATHEMATICAL BOLD CAPITAL CHI) (LATIN CAPITAL LETTER X)
1D6F8;0058;(𝛸) (X);(MATHEMATICAL ITALIC CAPITAL CHI) (LATIN CAPITAL LETTER X)
1D732;0058;(𝜲) (X);(MATHEMATICAL BOLD ITALIC CAPITAL CHI) (LATIN CAPITAL LETTER X)
1D76C;0058;(𝝬) (X);(MATHEMATICAL SANS-SERIF BOLD CAPITAL CHI) (LATIN CAPITAL LETTER X)
1D7A6;0058;(𝞦) (X);(MATHEMATICAL SANS-SERIF BOLD ITALIC CAPITAL CHI) (LATIN CAPITAL LETTER X)
2169;0058;(Ⅹ) (X);(ROMAN NUMERAL TEN) (LATIN CAPITAL LETTER X)
216A;0058 0049;(Ⅺ) (XI);(ROMAN NUMERAL ELEVEN) (LATIN CAPITAL LETTER X  LATIN CAPITAL LETTER I)
216B;0058 0049 0049;(Ⅻ) (XII);(ROMAN NUMERAL TWELVE) (LATIN CAPITAL LETTER X  LATIN CAPITAL LETTER I  LATIN CAPITAL LETTER I)
24CD;0058;(Ⓧ) (X);(CIRCLED LATIN CAPITAL LETTER X) (LATIN CAPITAL LETTER X)
2CAC;0058;(Ⲭ) (X);(COPTIC CAPITAL LETTER KHI) (LATIN CAPITAL LETTER X)
2D5D;0058;(ⵝ) (X);(TIFINAGH LETTER YATH) (LATIN CAPITAL LETTER X)
A4EB;0058;(ꓫ) (X);(LISU LETTER SHA) (LATIN CAPITAL LETTER X)
FF38;0058;(Ｘ) (X);(FULLWIDTH LATIN CAPITAL LETTER X) (LATIN CAPITAL LETTER X)
00A5;0059;(¥) (Y);(YEN SIGN) (LATIN CAPITAL LETTER Y)
01B3;0059;(Ƴ) (Y);(LATIN CAPITAL LETTER Y WITH HOOK) (LATIN CAPITAL LETTER Y)
03A5;0059;(Υ) (Y);(GREEK CAPITAL LETTER UPSILON) (LATIN CAPITAL LETTER Y)
03D2;0059;(ϒ) (Y);(GREEK UPSILON WITH HOOK SYMBOL) (LATIN CAPITAL LETTER Y)
04AE;0059;(Ү) (Y);(CYRILLIC CAPITAL LETTER STRAIGHT U) (LATIN CAPITAL LETTER Y)
04B0;0059;(Ұ) (Y);(CYRILLIC CAPITAL LETTER STRAIGHT U WITH STROKE) (LATIN CAPITAL LETTER Y)
13A9;0059;(Ꭹ) (Y);(CHEROKEE LETTER GI) (LATIN CAPITAL LETTER Y)
13BD;0059;(Ꮍ) (Y);(CHEROKEE LETTER MU) (LATIN CAPITAL LETTER Y)
1D418;0059;(𝐘) (Y);(MATHEMATICAL BOLD CAPITAL Y) (LATIN CAPITAL LETTER Y)
1D44C;0059;(𝑌) (Y);(MATHEMATICAL ITALIC CAPITAL Y) (LATIN CAPITAL LETTER Y)
1D480;0059;(𝒀) (Y);(MATHEMATICAL BOLD ITALIC CAPITAL Y) (LATIN CAPITAL LETTER Y)
1D4B4;0059;(𝒴) (Y);(MATHEMATICAL SCRIPT CAPITAL Y) (LATIN CAPITAL LETTER Y)
1D4E8;0059;(𝓨) (Y);(MATHEMATICAL BOLD SCRIPT CAPITAL Y) (LATIN CAPITAL LETTER Y)
1D51C;0059;(𝔜) (Y);(MATHEMATICAL FRAKTUR CAPITAL Y) (LATIN CAPITAL LETTER Y)
1D550;0059;(𝕐) (Y);(MATHEMATICAL DOUBLE-STRUCK CAPITAL Y) (LATIN CAPITAL LETTER Y)
1D584;0059;(𝖄) (Y);(MATHEMATICAL BOLD FRAKTUR CAPITAL Y) (LATIN CAPITAL LETTER Y)
1D5B8;0059;(𝖸) (Y);(MATHEMATICAL SANS-SERIF CAPITAL Y) (LATIN CAPITAL LETTER Y)
1D5EC;0059;(𝗬) (Y);(MATHEMATICAL SANS-SERIF BOLD CAPITAL Y) (LATIN CAPITAL LETTER Y)
1D620;0059;(𝘠) (Y);(MATHEMATICAL SANS-SERIF ITALIC CAPITAL Y) (LATIN CAPITAL LETTER Y)
1D654;0059;(𝙔) (Y);(MATHEMATICAL SANS-SERIF BOLD ITALIC CAPITAL Y) (LATIN CAPITAL LETTER Y)
1D688;0059;(𝚈) (Y);(MATHEMATICAL MONOSPACE CAPITAL Y) (LATIN CAPITAL LETTER Y)
1D6BC;0059;(𝚼) (Y);(MATHEMATICAL BOLD CAPITAL UPSILON) (LATIN CAPITAL LETTER Y)
1D6F6;0059;(𝛶) (Y);(MATHEMATICAL ITALIC CAPITAL UPSILON) (LATIN CAPITAL LETTER Y)
1D730;0059;(𝜰) (Y);(MATHEMATICAL BOLD ITALIC CAPITAL UPSILON) (LATIN CAPITAL LETTER Y)
1D76A;0059;(𝝪) (Y);(MATHEMATICAL SANS-SERIF BOLD CAPITAL UPSILON) (LATIN CAPITAL LETTER Y)
1D7A4;0059;(𝞤) (Y);(MATHEMATICAL SANS-SERIF BOLD ITALIC CAPITAL UPSILON) (LATIN CAPITAL LETTER Y)
24CE;0059;(Ⓨ) (Y);(CIRCLED LATIN CAPITAL LETTER Y) (LATIN CAPITAL LETTER Y)
2CA8;0059;(Ⲩ) (Y);(COPTIC CAPITAL LETTER UA) (LATIN CAPITAL LETTER Y)
A4EC;0059;(ꓬ) (Y);(LISU LETTER YA) (LATIN CAPITAL LETTER Y)
FF39;0059;(Ｙ) (Y);(FULLWIDTH LATIN CAPITAL LETTER Y) (LATIN CAPITAL LETTER Y)
01B5;005A;(Ƶ) (Z);(LATIN CAPITAL LETTER Z WITH STROKE) (LATIN CAPITAL LETTER Z)
0224;005A;(Ȥ) (Z);(LATIN CAPITAL LETTER Z WITH HOOK) (LATIN CAPITAL LETTER Z)
0396;005A;(Ζ) (Z);(GREEK CAPITAL LETTER ZETA) (LATIN CAPITAL LETTER Z)
13C3;005A;(Ꮓ) (Z);(CHEROKEE LETTER NO) (LATIN CAPITAL LETTER Z)
1D419;005A;(𝐙) (Z);(MATHEMATICAL BOLD CAPITAL Z) (LATIN CAPITAL LETTER Z)
1D44D;005A;(𝑍) (Z);(MATHEMATICAL ITALIC CAPITAL Z) (LATIN CAPITAL LETTER Z)
1D481;005A;(𝒁) (Z);(MATHEMATICAL BOLD ITALIC CAPITAL Z) (LATIN CAPITAL LETTER Z)
1D4B5;005A;(𝒵) (Z);(MATHEMATICAL SCRIPT CAPITAL Z) (LATIN CAPITAL LETTER Z)
1D4E9;005A;(𝓩) (Z);(MATHEMATICAL BOLD SCRIPT CAPITAL Z) (LATIN CAPITAL LETTER Z)
1D585;005A;(𝖅) (Z);(MATHEMATICAL BOLD FRAKTUR CAPITAL Z) (LATIN CAPITAL LETTER Z)
1D5B9;005A;(𝖹) (Z);(MATHEMATICAL SANS-SERIF CAPITAL Z) (LATIN CAPITAL LETTER Z)
1D5ED;005A;(𝗭) (Z);(MATHEMATICAL SANS-SERIF BOLD CAPITAL Z) (LATIN CAPITAL LETTER Z)
1D621;005A;(𝘡) (Z);(MATHEMATICAL SANS-SERIF ITALIC CAPITAL Z) (LATIN CAPITAL LETTER Z)
1D655;005A;(𝙕) (Z);(MATHEMATICAL SANS-SERIF BOLD ITALIC CAPITAL Z) (LATIN CAPITAL LETTER Z)
1D689;005A;(𝚉) (Z);(MATHEMATICAL MONOSPACE CAPITAL Z) (LATIN CAPITAL LETTER Z)
1D6AD;005A;(𝚭) (Z);(MATHEMATICAL BOLD CAPITAL ZETA) (LATIN CAPITAL LETTER Z)
1D6E7;005A;(𝛧) (Z);(MATHEMATICAL ITALIC CAPITAL ZETA) (LATIN CAPITAL LETTER Z)
1D721;005A;(𝜡) (Z);(MATHEMATICAL BOLD ITALIC CAPITAL ZETA) (LATIN CAPITAL LETTER Z)
1D75B;005A;(𝝛) (Z);(MATHEMATICAL SANS-SERIF BOLD CAPITAL ZETA) (LATIN CAPITAL LETTER Z)
1D795;005A;(𝞕) (Z);(MATHEMATICAL SANS-SERIF BOLD ITALIC CAPITAL ZETA) (LATIN CAPITAL LETTER Z)
2124;005A;(ℤ) (Z);(DOUBLE-STRUCK CAPITAL Z) (LATIN CAPITAL LETTER Z)
2128;005A;(ℨ) (Z);(BLACK-LETTER CAPITAL Z) (LATIN CAPITAL LETTER Z)
24CF;005A;(Ⓩ) (Z);(CIRCLED LATIN CAPITAL LETTER Z) (LATIN CAPITAL LETTER Z)
A4DC;005A;(ꓜ) (Z);(LISU LETTER DZA) (LATIN CAPITAL LETTER Z)
FF3A;005A;(Ｚ) (Z);(FULLWIDTH LATIN CAPITAL LETTER Z) (LATIN CAPITAL LETTER Z)
2045;005B;(⁅) ([);(LEFT SQUARE BRACKET WITH QUILL) (LEFT SQUARE BRACKET)
298B;005B;(⦋) ([);(LEFT SQUARE BRACKET WITH UNDERBAR) (LEFT SQUARE BRACKET)
298D;005B;(⦍) ([);(LEFT SQUARE BRACKET WITH TICK IN TOP CORNER) (LEFT SQUARE BRACKET)
298F;005B;(⦏) ([);(LEFT SQUARE BRACKET WITH TICK IN BOTTOM CORNER) (LEFT SQUARE BRACKET)
FE47;005B;(﹇) ([);(PRESENTATION FORM FOR VERTICAL LEFT SQUARE BRACKET) (LEFT SQUARE BRACKET)
FF3B;005B;(［) ([);(FULLWIDTH LEFT SQUARE BRACKET) (LEFT SQUARE BRACKET)
2216;005C;(∖) (\);(SET MINUS) (REVERSE SOLIDUS)
244A;005C 005C;(⑊) (\\);(OCR DOUBLE BACKSLASH) (REVERSE SOLIDUS  REVERSE SOLIDUS)
29F5;005C;(⧵) (\);(REVERSE SOLIDUS OPERATOR) (REVERSE SOLIDUS)
29F7;005C;(⧷) (\);(REVERSE SOLIDUS WITH HORIZONTAL STROKE) (REVERSE SOLIDUS)
29F9;005C;(⧹) (\);(BIG REVERSE SOLIDUS) (REVERSE SOLIDUS)
2CF9;005C 005C;(⳹) (\\);(COPTIC OLD NUBIAN FULL STOP) (REVERSE SOLIDUS  REVERSE SOLIDUS)
2F02;005C;(⼂) (\);(KANGXI RADICAL DOT) (REVERSE SOLIDUS)
31D4;005C;(㇔) (\);(CJK STROKE D) (REVERSE SOLIDUS)
4E36;005C;(丶) (\);(CJK UNIFIED IDEOGRAPH-4E36) (REVERSE SOLIDUS)
FE68;005C;(﹨) (\);(SMALL REVERSE SOLIDUS) (REVERSE SOLIDUS)
FF3C;005C;(＼) (\);(FULLWIDTH REVERSE SOLIDUS) (REVERSE SOLIDUS)
2046;005D;(⁆) (]);(RIGHT SQUARE BRACKET WITH QUILL) (RIGHT SQUARE BRACKET)
298C;005D;(⦌) (]);(RIGHT SQUARE BRACKET WITH UNDERBAR) (RIGHT SQUARE BRACKET)
298E;005D;(⦎) (]);(RIGHT SQUARE BRACKET WITH TICK IN BOTTOM CORNER) (RIGHT SQUARE BRACKET)
2990;005D;(⦐) (]);(RIGHT SQUARE BRACKET WITH TICK IN TOP CORNER) (RIGHT SQUARE BRACKET)
FE48;005D;(﹈) (]);(PRESENTATION FORM FOR VERTICAL RIGHT SQUARE BRACKET) (RIGHT SQUARE BRACKET)
FF3D;005D;(］) (]);(FULLWIDTH RIGHT SQUARE BRACKET) (RIGHT SQUARE BRACKET)
02C4;005E;(˄) (^);(MODIFIER LETTER UP ARROWHEAD) (CIRCUMFLEX ACCENT)
02C6;005E;(ˆ) (^);(MODIFIER LETTER CIRCUMFLEX ACCENT) (CIRCUMFLEX ACCENT)
0302;005E;(̂) (^);(COMBINING CIRCUMFLEX ACCENT) (CIRCUMFLEX ACCENT)
2303;005E;(⌃) (^);(UP ARROWHEAD) (CIRCUMFLEX ACCENT)
FF3E;005E;(＾) (^);(FULLWIDTH CIRCUMFLEX ACCENT) (CIRCUMFLEX ACCENT)
02CD;005F;(ˍ) (_);(MODIFIER LETTER LOW MACRON) (LOW LINE)
0331;005F;(̱) (_);(COMBINING MACRON BELOW) (LOW LINE)
0332;005F;(̲) (_);(COMBINING LOW LINE) (LOW LINE)
FE33;005F;(︳) (_);(PRESENTATION FORM FOR VERTICAL LOW LINE) (LOW LINE)
FE4D;005F;(﹍) (_);(DASHED LOW LINE) (LOW LINE)
FE4E;005F;(﹎) (_);(CENTRELINE LOW LINE) (LOW LINE)
FE4F;005F;(﹏) (_);(WAVY LOW LINE) (LOW LINE)
FF3F;005F;(＿) (_);(FULLWIDTH LOW LINE) (LOW LINE)
00AA;0061;(ª) (a);(FEMININE ORDINAL INDICATOR) (LATIN SMALL LETTER A)
00E6;0061 0065;(æ) (ae);(LATIN SMALL LETTER AE) (LATIN SMALL LETTER A  LATIN SMALL LETTER E)
0251;0061;(ɑ) (a);(LATIN SMALL LETTER ALPHA) (LATIN SMALL LETTER A)
03B1;0061;(α) (a);(GREEK SMALL LETTER ALPHA) (LATIN SMALL LETTER A)
0430;0061;(а) (a);(CYRILLIC SMALL LETTER A) (LATIN SMALL LETTER A)
04D5;0061 0065;(ӕ) (ae);(CYRILLIC SMALL LIGATURE A IE) (LATIN SMALL LETTER A  LATIN SMALL LETTER E)
1D41A;0061;(𝐚) (a);(MATHEMATICAL BOLD SMALL A) (LATIN SMALL LETTER A)
1D43;0061;(ᵃ) (a);(MODIFIER LETTER SMALL A) (LATIN SMALL LETTER A)
1D44E;0061;(𝑎) (a);(MATHEMATICAL ITALIC SMALL A) (LATIN SMALL LETTER A)
1D482;0061;(𝒂) (a);(MATHEMATICAL BOLD ITALIC SMALL A) (LATIN SMALL LETTER A)
1D4B6;0061;(𝒶) (a);(MATHEMATICAL SCRIPT SMALL A) (LATIN SMALL LETTER A)
1D4EA;0061;(𝓪) (a);(MATHEMATICAL BOLD SCRIPT SMALL A) (LATIN SMALL LETTER A)
1D51E;0061;(𝔞) (a);(MATHEMATICAL FRAKTUR SMALL A) (LATIN SMALL LETTER A)
1D552;0061;(𝕒) (a);(MATHEMATICAL DOUBLE-STRUCK SMALL A) (LATIN SMALL LETTER A)
1D586;0061;(𝖆) (a);(MATHEMATICAL BOLD FRAKTUR SMALL A) (LATIN SMALL LETTER A)
1D5BA;0061;(𝖺) (a);(MATHEMATICAL SANS-SERIF SMALL A) (LATIN SMALL LETTER A)
1D5EE;0061;(𝗮) (a);(MATHEMATICAL SANS-SERIF BOLD SMALL A) (LATIN SMALL LETTER A)
1D622;0061;(𝘢) (a);(MATHEMATICAL SANS-SERIF ITALIC SMALL A) (LATIN SMALL LETTER A)
1D656;0061;(𝙖) (a);(MATHEMATICAL SANS-SERIF BOLD ITALIC SMALL A) (LATIN SMALL LETTER A)
1D68A;0061;(𝚊) (a);(MATHEMATICAL MONOSPACE SMALL A) (LATIN SMALL LETTER A)
1D6C2;0061;(𝛂) (a);(MATHEMATICAL BOLD SMALL ALPHA) (LATIN SMALL LETTER A)
1D6FC;0061;(𝛼) (a);(MATHEMATICAL ITALIC SMALL ALPHA) (LATIN SMALL LETTER A)
1D736;0061;(𝜶) (a);(MATHEMATICAL BOLD ITALIC SMALL ALPHA) (LATIN SMALL LETTER A)
1D770;0061;(𝝰) (a);(MATHEMATICAL SANS-SERIF BOLD SMALL ALPHA) (LATIN SMALL LETTER A)
1D7AA;0061;(𝞪) (a);(MATHEMATICAL SANS-SERIF BOLD ITALIC SMALL ALPHA) (LATIN SMALL LETTER A)
1E9A;0061;(ẚ) (a);(LATIN SMALL LETTER A WITH RIGHT HALF RING) (LATIN SMALL LETTER A)
2100;0061 002F 0063;(℀) (a/c);(ACCOUNT OF) (LATIN SMALL LETTER A  SOLIDUS  LATIN SMALL LETTER C)
2101;0061 002F 0073;(℁) (a/s);(ADDRESSED TO THE SUBJECT) (LATIN SMALL LETTER A  SOLIDUS  LATIN SMALL LETTER S)
237A;0061;(⍺) (a);(APL FUNCTIONAL SYMBOL ALPHA) (LATIN SMALL LETTER A)
24D0;0061;(ⓐ) (a);(CIRCLED LATIN SMALL LETTER A) (LATIN SMALL LETTER A)
33C2;0061 002E 006D 002E;(㏂) (a.m.);(SQUARE AM) (LATIN SMALL LETTER A  FULL STOP  LATIN SMALL LETTER M  FULL STOP)
A733;0061 0061;(ꜳ) (aa);(LATIN SMALL LETTER AA) (LATIN SMALL LETTER A  LATIN SMALL LETTER A)
A735;0061 006F;(ꜵ) (ao);(LATIN SMALL LETTER AO) (LATIN SMALL LETTER A  LATIN SMALL LETTER O)
A737;0061 0075;(ꜷ) (au);(LATIN SMALL LETTER AU) (LATIN SMALL LETTER A  LATIN SMALL LETTER U)
A739;0061 0076;(ꜹ) (av);(LATIN SMALL LETTER AV) (LATIN SMALL LETTER A  LATIN SMALL LETTER V)
A73B;0061 0076;(ꜻ) (av);(LATIN SMALL LETTER AV WITH HORIZONTAL BAR) (LATIN SMALL LETTER A  LATIN SMALL LETTER V)
A73D;0061 0079;(ꜽ) (ay);(LATIN SMALL LETTER AY) (LATIN SMALL LETTER A  LATIN SMALL LETTER Y)
FF41;0061;(ａ) (a);(FULLWIDTH LATIN SMALL LETTER A) (LATIN SMALL LETTER A)
0180;0062;(ƀ) (b);(LATIN SMALL LETTER B WITH STROKE) (LATIN SMALL LETTER B)
0182;0062;(Ƃ) (b);(LATIN CAPITAL LETTER B WITH TOPBAR) (LATIN SMALL LETTER B)
0183;0062;(ƃ) (b);(LATIN SMALL LETTER B WITH TOPBAR) (LATIN SMALL LETTER B)
0184;0062;(Ƅ) (b);(LATIN CAPITAL LETTER TONE SIX) (LATIN SMALL LETTER B)
0253;0062;(ɓ) (b);(LATIN SMALL LETTER B WITH HOOK) (LATIN SMALL LETTER B)
0411;0062;(Б) (b);(CYRILLIC CAPITAL LETTER BE) (LATIN SMALL LETTER B)
042B;0062 006C;(Ы) (bl);(CYRILLIC CAPITAL LETTER YERU) (LATIN SMALL LETTER B  LATIN SMALL LETTER L)
